,CollisionID,CollisionKey,Borough,RoadType,VehicleSequenceNumber,VehicleTypeCode,VehicleTypeDescription,ContributingFactorCode,ContributingFactorDescription
8558,2024050000793,296011747,bronx,I,1.0,SEDN,Passenger vehicle, , 
8559,2024050000793,296011747,bronx,I,2.0,SUBN,Sport utility / station wagon,04,Driver inattention/distraction                                                  
8560,2024042000727,296019536,bronx,I,1.0,MCY,Motorcycle, , 
8561,2024042000727,296019536,bronx,I,2.0,TAXI,Taxi vehicle,18,Turning improperly                                                              
8562,2024046000890,296043600,bronx,I,1.0,MCY,Motorcycle,07,Failure to yield right-of-way                                                   
8563,2024044001109,296145211,bronx,I,1.0,TAXI,Taxi vehicle, , 
8564,2024044001109,296145211,bronx,I,2.0,SEDN,Passenger vehicle,09,Following too closely                                                           
8565,2024040001046,296156823,bronx,I,1.0,SEDN,Passenger vehicle, , 
8566,2024040001046,296156823,bronx,I,2.0,SUBN,Sport utility / station wagon, , 
8567,2024040001046,296156823,bronx,I,3.0,SEDN,Passenger vehicle, , 
8568,2024040001062,296158818,bronx,I,1.0,MCY,Motorcycle,02,Alcohol involvement                                                             
8569,2024040001062,296158818,bronx,I,2.0,SUBN,Sport utility / station wagon,04,Driver inattention/distraction                                                  
8570,2024040001071,296158819,bronx,I,1.0,BUS,Bus, , 
8571,2024040001067,296164401,bronx,I,1.0,SUBN,Sport utility / station wagon, , 
8572,2024040001067,296164401,bronx,I,2.0,TAXI,Taxi vehicle, , 
8573,2024040001077,296170604,bronx,I,1.0,SEDN,Passenger vehicle, , 
8574,2024040001077,296170604,bronx,I,2.0,TAXI,Taxi vehicle, , 
8575,2024041000861,296208905,bronx,I,1.0,SUBN,Sport utility / station wagon, , 
8576,2024041000861,296208905,bronx,I,2.0,SEDN,Passenger vehicle,20,Unsafe lane changing                                                            
8577,2024045001096,296253377,bronx,I,1.0,PICK,Pick-up truck, , 
8578,2024044001127,296294471,bronx,I,1.0,SEDN,Passenger vehicle, , 
8579,2024044001127,296294471,bronx,I,2.0,SUBN,Sport utility / station wagon,03,Backing unsafely                                                                
8580,2024045001092,296320295,bronx,I,1.0,SUBN,Sport utility / station wagon, , 
8581,2024043001364,296329524,bronx,I,1.0,SEDN,Passenger vehicle,04,Driver inattention/distraction                                                  
8582,2024043001364,296329524,bronx,I,2.0,SEDN,Passenger vehicle, , 
8583,2024048000945,296343772,bronx,I,1.0,SEDN,Passenger vehicle, , 
8584,2024048000945,296343772,bronx,I,2.0,,,04,Driver inattention/distraction                                                  
8585,2024041000857,296358778,bronx,I,1.0,SUBN,Sport utility / station wagon, , 
8586,2024046000889,296358780,bronx,I,1.0,SUBN,Sport utility / station wagon, , 
8587,2024046000889,296358780,bronx,I,2.0,BUS,Bus,04,Driver inattention/distraction                                                  
8588,2024044001111,296364954,bronx,I,1.0,SEDN,Passenger vehicle, , 
8589,2024046000921,296372271,bronx,I,1.0,SEDN,Passenger vehicle, , 
8590,2024046000921,296372271,bronx,I,2.0,SEDN,Passenger vehicle, , 
8591,2024044001108,296389408,bronx,I,1.0,SEDN,Passenger vehicle, , 
8592,2024044001108,296389408,bronx,I,2.0,SEDN,Passenger vehicle,04,Driver inattention/distraction                                                  
8593,2024023000579,294149905,manhattan,I,1.0,SEDN,Passenger vehicle,17,Traffic control disregarded                                                     
8594,2024023000579,294149905,manhattan,I,2.0,BIKE,Bicycle,17,Traffic control disregarded                                                     
8595,2024026000356,294149906,manhattan,I,1.0,PICK,Pick-up truck, , 
8596,2024014000716,294157673,manhattan,I,1.0,SEDN,Passenger vehicle, , 
8597,2024014000716,294157673,manhattan,I,2.0,SEDN,Passenger vehicle,04,Driver inattention/distraction                                                  
8598,2024001000760,294168958,manhattan,I,2.0,SEDN,Passenger vehicle, , 
8599,2024007000447,294169211,manhattan,I,1.0,TAXI,Taxi vehicle,05,Driver inexperience                                                             
8600,2024007000447,294169211,manhattan,I,2.0,BIKE,Bicycle, , 
8601,2024019000963,294190063,manhattan,I,1.0,SUBN,Sport utility / station wagon, , 
8602,2024034000668,294195029,manhattan,I,1.0,SUBN,Sport utility / station wagon,14,Pedest/bike/other pedest error                                                  
8603,2024034000668,294195029,manhattan,I,2.0,BIKE,Bicycle,14,Pedest/bike/other pedest error                                                  
8604,2024017000653,294220830,manhattan,I,1.0,PICK,Pick-up truck,04,Driver inattention/distraction                                                  
8605,2024017000653,294220830,manhattan,I,2.0,TAXI,Taxi vehicle,13,Passing or lane usage improper                                                  
8606,2024033000562,294237274,manhattan,I,1.0,SEDN,Passenger vehicle,09,Following too closely                                                           
8607,2024033000562,294237274,manhattan,I,2.0,BUS,Bus, , 
8608,2024019000968,294261277,manhattan,I,1.0,TAXI,Taxi vehicle, , 
8609,2024019000970,294261279,manhattan,I,1.0,TAXI,Taxi vehicle,07,Failure to yield right-of-way                                                   
8610,2024023000582,294261280,manhattan,I,1.0,SUBN,Sport utility / station wagon, , 
8611,2024023000582,294261280,manhattan,I,2.0,SUBN,Sport utility / station wagon,09,Following too closely                                                           
8612,2024014000717,294263029,manhattan,I,1.0,BUS,Bus,13,Passing or lane usage improper                                                  
8613,2024014000717,294263029,manhattan,I,2.0,PICK,Pick-up truck, , 
8614,2024032000565,294274854,manhattan,I,1.0,SUBN,Sport utility / station wagon,04,Driver inattention/distraction                                                  
8615,2024032000565,294274854,manhattan,I,2.0,BIKE,Bicycle, , 
8616,2024030000358,294284412,manhattan,I,1.0,SUBN,Sport utility / station wagon, , 
8617,2024017000654,294287627,manhattan,I,2.0,SEDN,Passenger vehicle,04,Driver inattention/distraction                                                  
8618,2024026000357,294287629,manhattan,I,2.0,MCY,Motorcycle, , 
8619,2024018000756,294316974,manhattan,I,1.0,SUBN,Sport utility / station wagon, , 
8620,2024018000756,294316974,manhattan,I,2.0,SUBN,Sport utility / station wagon,04,Driver inattention/distraction                                                  
8621,2024017000655,294331437,manhattan,I,1.0,SUBN,Sport utility / station wagon,09,Following too closely                                                           
8622,2024017000655,294331437,manhattan,I,2.0,BIKE,Bicycle, , 
8623,2024023000584,294335608,manhattan,I,1.0,SUBN,Sport utility / station wagon,13,Passing or lane usage improper                                                  
8624,2024013000649,294338235,manhattan,I,1.0,SEDN,Passenger vehicle, , 
8625,2024013000649,294338235,manhattan,I,2.0,BIKE,Bicycle, , 
8626,2024019000967,294344862,manhattan,I,1.0,SEDN,Passenger vehicle, , 
8627,2024020000356,294344864,manhattan,I,1.0,SUBN,Sport utility / station wagon, , 
8628,2024020000356,294344864,manhattan,I,2.0,LCOM,Large com veh(6 or more tires),13,Passing or lane usage improper                                                  
8629,2024014000724,294350178,manhattan,I,1.0,TAXI,Taxi vehicle,04,Driver inattention/distraction                                                  
8630,2024014000724,294350178,manhattan,I,2.0,BIKE,Bicycle,04,Driver inattention/distraction                                                  
8631,2024014000722,294353826,manhattan,I,1.0,SEDN,Passenger vehicle,14,Pedest/bike/other pedest error                                                  
8632,2024014000722,294353826,manhattan,I,2.0,BIKE,Bicycle,14,Pedest/bike/other pedest error                                                  
8633,2024023000581,294353828,manhattan,I,1.0,SEDN,Passenger vehicle, , 
8634,2024023000581,294353828,manhattan,I,2.0,SEDN,Passenger vehicle,04,Driver inattention/distraction                                                  
8635,2024017000656,294367431,manhattan,I,1.0,SUBN,Sport utility / station wagon, , 
8636,2024017000656,294367431,manhattan,I,2.0,SUBN,Sport utility / station wagon,04,Driver inattention/distraction                                                  
8637,2024017000658,294367432,manhattan,I,1.0,SEDN,Passenger vehicle,04,Driver inattention/distraction                                                  
8638,2024017000658,294367432,manhattan,I,2.0,BIKE,Bicycle,04,Driver inattention/distraction                                                  
8639,2024017000659,294367433,manhattan,I,1.0,SUBN,Sport utility / station wagon, , 
8640,2024017000659,294367433,manhattan,I,2.0,SEDN,Passenger vehicle,09,Following too closely                                                           
8641,2024018000755,294382000,manhattan,I,1.0,TAXI,Taxi vehicle, , 
8642,2024018000755,294382000,manhattan,I,2.0,SUBN,Sport utility / station wagon,13,Passing or lane usage improper                                                  
8643,2024028000387,294382001,manhattan,I,1.0,SEDN,Passenger vehicle,14,Pedest/bike/other pedest error                                                  
8644,2024028000389,294382002,manhattan,I,1.0,TAXI,Taxi vehicle,04,Driver inattention/distraction                                                  
8645,2024023000585,294391303,manhattan,I,1.0,SEDN,Passenger vehicle,04,Driver inattention/distraction                                                  
8646,2024025000861,294401854,manhattan,I,1.0,SEDN,Passenger vehicle,02,Alcohol involvement                                                             
8647,2024025000861,294401854,manhattan,I,2.0,SEDN,Passenger vehicle, , 
8648,2024025000861,294401854,manhattan,I,3.0,SEDN,Passenger vehicle, , 
8649,2024025000861,294401854,manhattan,I,4.0,SUBN,Sport utility / station wagon, , 
8650,2024025000861,294401854,manhattan,I,5.0,SEDN,Passenger vehicle, , 
8651,2024023000587,294411128,manhattan,I,1.0,SEDN,Passenger vehicle, , 
8652,2024023000587,294411128,manhattan,I,2.0,SEDN,Passenger vehicle,04,Driver inattention/distraction                                                  
8653,2024023000588,294412586,manhattan,I,1.0,SUBN,Sport utility / station wagon, , 
8654,2024023000588,294412586,manhattan,I,2.0,AMBU,Ambulance,17,Traffic control disregarded                                                     
8655,2024007000453,294418734,manhattan,I,1.0,SUBN,Sport utility / station wagon, , 
8656,2024007000453,294418734,manhattan,I,2.0,SEDN,Passenger vehicle,02,Alcohol involvement                                                             
8657,2024034000674,294418739,manhattan,I,1.0,SEDN,Passenger vehicle, , 
8658,2024034000674,294418739,manhattan,I,2.0,SUBN,Sport utility / station wagon,09,Following too closely                                                           
8659,2024034000674,294418739,manhattan,I,3.0,SEDN,Passenger vehicle,09,Following too closely                                                           
8660,2024034000675,294418740,manhattan,I,1.0,MCY,Motorcycle,19,Unsafe speed                                                                    
8661,2024034000677,294418741,manhattan,I,1.0,SEDN,Passenger vehicle, , 
8662,2024034000677,294418741,manhattan,I,2.0,SUBN,Sport utility / station wagon,17,Traffic control disregarded                                                     
8663,2024034000678,294418742,manhattan,I,1.0,SUBN,Sport utility / station wagon,29,Passing too closely                                                             
8664,2024034000678,294418742,manhattan,I,2.0,SEDN,Passenger vehicle,04,Driver inattention/distraction                                                  
8665,2024014000729,294425908,manhattan,I,1.0,SUBN,Sport utility / station wagon, , 
8666,2024022000168,294425911,manhattan,I,1.0,,,04,Driver inattention/distraction                                                  
8667,2024033000563,294437213,manhattan,I,1.0,SEDN,Passenger vehicle, , 
8668,2024033000563,294437213,manhattan,I,2.0,SEDN,Passenger vehicle,17,Traffic control disregarded                                                     
8669,2024018000764,294439870,manhattan,I,1.0,SCOM,Small com veh(4 tires), , 
8670,2024018000764,294439870,manhattan,I,2.0,SEDN,Passenger vehicle,05,Driver inexperience                                                             
8671,2024033000564,294439872,manhattan,I,1.0,SUBN,Sport utility / station wagon, , 
8672,2024013000653,294442986,manhattan,I,1.0,SEDN,Passenger vehicle, , 
8673,2024013000653,294442986,manhattan,I,2.0,SEDN,Passenger vehicle,04,Driver inattention/distraction                                                  
8674,2024013000647,294444322,manhattan,I,1.0,SUBN,Sport utility / station wagon, , 
8675,2024033000565,294444323,manhattan,I,1.0,SUBN,Sport utility / station wagon, , 
8676,2024033000565,294444323,manhattan,I,2.0,,,13,Passing or lane usage improper                                                  
8677,2024013000654,294445802,manhattan,I,1.0,SUBN,Sport utility / station wagon,07,Failure to yield right-of-way                                                   
8678,2024013000654,294445802,manhattan,I,2.0,BIKE,Bicycle, , 
8679,2024017000660,294446040,manhattan,I,1.0,SUBN,Sport utility / station wagon,04,Driver inattention/distraction                                                  
8680,2024017000660,294446040,manhattan,I,2.0,,,02,Alcohol involvement                                                             
8681,2024017000661,294446204,manhattan,I,1.0,BIKE,Bicycle,04,Driver inattention/distraction                                                  
8682,2024017000661,294446204,manhattan,I,2.0,SEDN,Passenger vehicle,05,Driver inexperience                                                             
8683,2024017000662,294446205,manhattan,I,1.0,SEDN,Passenger vehicle,04,Driver inattention/distraction                                                  
8684,2024017000662,294446205,manhattan,I,2.0,SUBN,Sport utility / station wagon, , 
8685,2024007000454,294448324,manhattan,I,1.0,TAXI,Taxi vehicle,09,Following too closely                                                           
8686,2024007000454,294448324,manhattan,I,2.0,BIKE,Bicycle,04,Driver inattention/distraction                                                  
8687,2024017000664,294453487,manhattan,I,1.0,SEDN,Passenger vehicle, , 
8688,2024007000455,294454483,manhattan,I,1.0,MCY,Motorcycle,19,Unsafe speed                                                                    
8689,2024018000761,294456354,manhattan,I,1.0,VAN,Van, , 
8690,2024018000761,294456354,manhattan,I,2.0,BIKE,Bicycle, , 
8691,2024019000974,294456358,manhattan,I,1.0,SEDN,Passenger vehicle, , 
8692,2024019000974,294456358,manhattan,I,2.0,SEDN,Passenger vehicle,04,Driver inattention/distraction                                                  
8693,2024019000975,294456359,manhattan,I,1.0,SUBN,Sport utility / station wagon,04,Driver inattention/distraction                                                  
8694,2024019000975,294456359,manhattan,I,2.0,BIKE,Bicycle,04,Driver inattention/distraction                                                  
8695,2024019000977,294456361,manhattan,I,1.0,TAXI,Taxi vehicle, , 
8696,2024019000977,294456361,manhattan,I,2.0,SEDN,Passenger vehicle, , 
8697,2024019000979,294456362,manhattan,I,1.0,SUBN,Sport utility / station wagon, , 
8698,2024019000980,294456363,manhattan,I,1.0,SEDN,Passenger vehicle, , 
8699,2024034000681,294457390,manhattan,I,1.0,SEDN,Passenger vehicle,07,Failure to yield right-of-way                                                   
8700,2024001000761,294472077,manhattan,I,1.0,SUBN,Sport utility / station wagon, , 
8701,2024001000768,294472080,manhattan,I,1.0,TAXI,Taxi vehicle, , 
8702,2024001000768,294472080,manhattan,I,2.0,SUBN,Sport utility / station wagon,17,Traffic control disregarded                                                     
8703,2024001000769,294472081,manhattan,I,1.0,SEDN,Passenger vehicle,07,Failure to yield right-of-way                                                   
8704,2024001000769,294472081,manhattan,I,2.0,SUBN,Sport utility / station wagon, , 
8705,2024001000770,294472082,manhattan,I,1.0,SEDN,Passenger vehicle, , 
8706,2024001000774,294472083,manhattan,I,1.0,SEDN,Passenger vehicle, , 
8707,2024001000774,294472083,manhattan,I,2.0,,,09,Following too closely                                                           
8708,2024005000606,294472087,manhattan,I,1.0,SUBN,Sport utility / station wagon, , 
8709,2024005000606,294472087,manhattan,I,2.0,BIKE,Bicycle,05,Driver inexperience                                                             
8710,2024005000609,294472089,manhattan,I,1.0,SUBN,Sport utility / station wagon, , 
8711,2024005000609,294472089,manhattan,I,2.0,SEDN,Passenger vehicle,18,Turning improperly                                                              
8712,2024005000613,294472090,manhattan,I,1.0,SEDN,Passenger vehicle,13,Passing or lane usage improper                                                  
8713,2024005000613,294472090,manhattan,I,2.0,SUBN,Sport utility / station wagon,13,Passing or lane usage improper                                                  
8714,2024006000343,294472092,manhattan,I,1.0,SUBN,Sport utility / station wagon, , 
8715,2024006000343,294472092,manhattan,I,2.0,TAXI,Taxi vehicle, , 
8716,2024006000344,294472093,manhattan,I,1.0,SEDN,Passenger vehicle, , 
8717,2024006000344,294472093,manhattan,I,2.0,,,29,Passing too closely                                                             
8718,2024006000347,294472094,manhattan,I,1.0,TAXI,Taxi vehicle, , 
8719,2024006000347,294472094,manhattan,I,2.0,VAN,Van, , 
8720,2024007000451,294472095,manhattan,I,1.0,PICK,Pick-up truck, , 
8721,2024023000586,294472096,manhattan,I,1.0,SEDN,Passenger vehicle,04,Driver inattention/distraction                                                  
8722,2024023000586,294472096,manhattan,I,2.0,SEDN,Passenger vehicle,19,Unsafe speed                                                                    
8723,2024025000853,294472099,manhattan,I,1.0,TAXI,Taxi vehicle, , 
8724,2024025000853,294472099,manhattan,I,2.0,TAXI,Taxi vehicle,04,Driver inattention/distraction                                                  
8725,2024025000862,294472101,manhattan,I,1.0,SUBN,Sport utility / station wagon,04,Driver inattention/distraction                                                  
8726,2024025000862,294472101,manhattan,I,2.0,BIKE,Bicycle,04,Driver inattention/distraction                                                  
